Data:Z,A,E0,ThetaDeg,nu,cross,error,dataSet,Fit:ep,theta,nu,nu-nuel,w2,q2,scaled_sigtot_Fe56,sigqe,sigie,sigmec,nuccstot,signonuc,,ratio
26,56,0.1305,140,0.01239,10942,116.49,Altemus:1973,0.1181,140,0.0124,0.0104,0.8492,0.0544,38333.152,0,0,0,38333.152,0,,0.285444829
26,56,0.1305,140,0.02354,18008,183.46,Altemus:1973,0.107,140,0.0235,0.0216,0.8752,0.0493,17402.944,6699.68,0,1206.192,9497.124,7905.82,,1.034767451
26,56,0.1305,140,0.02879,20037,201.06,Altemus:1973,0.1017,140,0.0288,0.0268,0.8875,0.0469,20430.54,15364.128,0,2343.12,2723.292,17707.248,,0.98073766
26,56,0.1305,140,0.03406,22001,219.21,Altemus:1973,0.0964,140,0.0341,0.0321,0.8998,0.0445,25432.42,20717.892,0,2856.62,1857.96,23574.46,,0.865076937
26,56,0.1305,140,0.04172,24560,284.23,Altemus:1973,0.0888,140,0.0417,0.0398,0.9177,0.0409,29166.852,25201.592,0,3105.752,859.508,28307.344,,0.842051792
26,56,0.1305,140,0.04463,26030,299.54,Altemus:1973,0.0859,140,0.0446,0.0427,0.9245,0.0396,29291.652,25634.024,0,3057.132,600.496,28691.156,,0.888649094
26,56,0.1305,140,0.04992,26471,320.85,Altemus:1973,0.0806,140,0.0499,0.048,0.9369,0.0371,27798.056,24686.792,0,2814.708,296.556,27501.5,,0.952260834
26,56,0.1305,140,0.0552,26276,342.97,Altemus:1973,0.0753,140,0.0552,0.0532,0.9492,0.0347,24562.668,22006.036,0,2440.984,115.648,24447.02,,1.069753497
26,56,0.1305,140,0.06051,22240,349.69,Altemus:1973,0.07,140,0.0605,0.0586,0.9616,0.0323,20387.692,18347.264,0.936,2008.292,31.252,20356.44,,1.090854227
26,56,0.1305,140,0.0658,20012,382.13,Altemus:1973,0.0647,140,0.0658,0.0638,0.974,0.0298,16050.84,14458.964,4.732,1581.424,5.72,16045.068,,1.24678833
26,56,0.1305,140,0.07109,16306,429.79,Altemus:1973,0.0594,140,0.0711,0.0691,0.9864,0.0274,12015.588,10807.16,8.58,1199.172,0.728,12014.912,,1.357070499
26,56,0.1603,140,0.00516,2351.4,53.169,Altemus:1973,0.1551,140,0.0052,0.0022,0.8022,0.0878,0.156,0,0,0,0.156,0,,15073.07692
26,56,0.1603,140,0.01117,4785,88.342,Altemus:1973,0.1491,140,0.0112,0.0082,0.8169,0.0844,988.468,0,0,0,988.468,0,,4.840824387
26,56,0.1603,140,0.0216,9417,130.44,Altemus:1973,0.1387,140,0.0216,0.0187,0.8424,0.0785,5798.156,1489.644,0,477.36,3831.152,1967.004,,1.624137053
26,56,0.1603,140,0.03212,12869,160.34,Altemus:1973,0.1282,140,0.0321,0.0292,0.8681,0.0726,14622.972,10928.58,0,2781.22,913.12,13709.852,,0.880053658
26,56,0.1603,140,0.04266,16104,189.35,Altemus:1973,0.1176,140,0.0427,0.0397,0.8938,0.0666,20989.228,16449.784,0,3913,626.444,20362.784,,0.767250706
26,56,0.1603,140,0.05323,18167,216.56,Altemus:1973,0.1071,140,0.0532,0.0503,0.9196,0.0606,23093.616,18802.472,2.496,4085.328,203.32,22890.296,,0.786667623
26,56,0.1603,140,0.06382,19028,239.91,Altemus:1973,0.0965,140,0.0638,0.0609,0.9455,0.0546,20913.36,17428.164,9.464,3458.52,17.16,20896.148,,0.909849015
26,56,0.1603,140,0.07449,17611,253.46,Altemus:1973,0.0858,140,0.0745,0.0716,0.9716,0.0486,15991.612,13475.228,26.572,2489.5,0.312,15991.3,,1.101264838
26,56,0.1603,140,0.08506,13370,256.04,Altemus:1973,0.0752,140,0.0851,0.0821,0.9974,0.0426,10731.708,9059.128,59.852,1612.676,0,10731.708,,1.24584083
26,56,0.1603,140,0.09565,10411,287.57,Altemus:1973,0.0646,140,0.0956,0.0927,1.0232,0.0366,6487.676,5367.856,121.94,997.88,0,6487.676,,1.604734885
26,56,0.19,140,0.00653,1376.4,33.329,Altemus:1973,0.1835,140,0.0065,0.0025,0.7695,0.1231,0.052,0,0,0,0.052,0,,26469.23077
26,56,0.19,140,0.01551,4041.1,59.796,Altemus:1973,0.1745,140,0.0155,0.0114,0.7924,0.1171,7720.648,0,0,0,7720.648,0,,0.523414615
26,56,0.19,140,0.0292,7970.8,109.58,Altemus:1973,0.1608,140,0.0292,0.0251,0.8272,0.1079,6526.416,4558.008,0,1588.028,380.38,6146.036,,1.221313505
26,56,0.19,140,0.04057,11068,155.75,Altemus:1973,0.1494,140,0.0406,0.0365,0.8562,0.1003,12443.496,8850.14,0,3197.168,396.188,12047.308,,0.889460647
26,56,0.19,140,0.0511,13187,178.1,Altemus:1973,0.1389,140,0.0511,0.047,0.883,0.0932,16226.808,11766.456,4.472,4214.236,241.644,15985.164,,0.812667531
26,56,0.19,140,0.06167,15273,203.04,Altemus:1973,0.1283,140,0.0617,0.0576,0.91,0.0861,17988.256,13426.14,13.416,4512.508,36.192,17952.012,,0.849053961
26,56,0.19,140,0.07227,16269,223.14,Altemus:1973,0.1177,140,0.0723,0.0682,0.937,0.079,17468.204,13352.976,22.1,4092.036,1.144,17467.06,,0.931349325
26,56,0.19,140,0.08285,15912,236.52,Altemus:1973,0.1072,140,0.0828,0.0788,0.9639,0.0719,14882.088,11596.208,51.844,3234.036,0,14882.088,,1.069204805
26,56,0.19,140,0.09351,14158,241.6,Altemus:1973,0.0965,140,0.0935,0.0894,0.9911,0.0648,11313.744,8925.904,89.024,2298.816,0,11313.744,,1.251398299
26,56,0.19,140,0.10411,10814,233.86,Altemus:1973,0.0859,140,0.1041,0.1,1.0181,0.0576,7984.496,6257.576,167.18,1559.688,0,7984.496,,1.354374778
26,56,0.19,140,0.11472,8363.3,237.31,Altemus:1973,0.0753,140,0.1147,0.1106,1.0451,0.0505,5401.968,4030.26,291.824,1079.884,0,5401.968,,1.548195028
26,56,0.19,140,0.12532,7619,280.87,Altemus:1973,0.0647,140,0.1253,0.1212,1.0721,0.0434,3622.372,2346.968,484.848,790.556,0,3622.372,,2.103317936
26,56,0.2203,140,0.00642,451.4,27.504,Altemus:1973,0.2139,140,0.0064,0.001,0.726,0.1664,0,0,0,0,0,0,,#DIV/0!
26,56,0.2203,140,0.01453,2023.2,60.143,Altemus:1973,0.2058,140,0.0145,0.0091,0.7475,0.1601,0.52,0,0,0,0.52,0,,3890.769231
26,56,0.2203,140,0.02472,3903.3,87.157,Altemus:1973,0.1956,140,0.0247,0.0193,0.7746,0.1522,2910.544,513.396,0,218.608,2178.54,731.952,,1.341089501
26,56,0.2203,140,0.03491,5464,107.18,Altemus:1973,0.1854,140,0.0349,0.0295,0.8016,0.1443,4887.584,3335.28,0,1447.42,104.884,4782.7,,1.117934751
26,56,0.2203,140,0.04512,7442.4,182.85,Altemus:1973,0.1752,140,0.0451,0.0397,0.8287,0.1363,8103.056,5392.816,3.12,2509.884,197.236,7905.82,,0.918468291
26,56,0.2203,140,0.05535,9260.6,211.42,Altemus:1973,0.1649,140,0.0554,0.0499,0.8559,0.1284,10885.056,7280.572,8.164,3497.572,98.748,10786.308,,0.850762734
26,56,0.2203,140,0.06558,10832,237.24,Altemus:1973,0.1547,140,0.0656,0.0601,0.883,0.1204,12981.02,8802.612,14.976,4151.732,11.7,12969.32,,0.834449065
26,56,0.2203,140,0.07583,11554,255.64,Altemus:1973,0.1445,140,0.0758,0.0704,0.9102,0.1124,14048.892,9715.212,24.804,4308.564,0.312,14048.58,,0.822413611
26,56,0.2203,140,0.08609,12369,275.79,Altemus:1973,0.1342,140,0.0861,0.0807,0.9375,0.1044,13750.152,9739.964,48.464,3961.724,0,13750.152,,0.899553692
26,56,0.2203,140,0.09637,12670,292.4,Altemus:1973,0.1239,140,0.0964,0.0909,0.9648,0.0964,12165.4,8827.26,71.292,3266.796,0,12165.4,,1.041478291
26,56,0.2203,140,0.10662,11009,289.41,Altemus:1973,0.1137,140,0.1066,0.1012,0.992,0.0885,9889.516,7298.876,120.64,2470,0,9889.516,,1.113199069
26,56,0.2203,140,0.1169,9716.6,204.86,Altemus:1973,0.1034,140,0.1169,0.1115,1.0193,0.0805,7570.94,5596.084,194.428,1780.428,0,7570.94,,1.283407344
26,56,0.2203,140,0.12717,8480.3,204.62,Altemus:1973,0.0931,140,0.1272,0.1217,1.0465,0.0725,5668.884,4037.852,328.224,1302.808,0,5668.884,,1.495938178
26,56,0.2203,140,0.13745,6934.7,202.49,Altemus:1973,0.0829,140,0.1374,0.132,1.0738,0.0645,4257.24,2747.316,490.568,1019.304,0,4257.24,,1.628919206
26,56,0.2203,140,0.14772,5634.1,209.7,Altemus:1973,0.0726,140,0.1477,0.1423,1.1011,0.0565,3347.24,1741.792,754.988,850.46,0,3347.24,,1.683207658
26,56,0.2203,140,0.15808,4853.8,249.55,Altemus:1973,0.0622,140,0.1581,0.1526,1.1286,0.0484,2854.852,988.26,1150.968,715.624,0,2854.852,,1.700193215
26,56,0.2498,140,0.00491,22.72,2.5477,Altemus:1973,0.2449,140,0.0049,-0.002,0.6735,0.2161,0,0,0,0,0,0,,#DIV/0!
26,56,0.2498,140,0.01091,490.76,19.351,Altemus:1973,0.2389,140,0.0109,0.004,0.6901,0.2108,0,0,0,0,0,0,,#DIV/0!
26,56,0.2498,140,0.02659,2117,42.961,Altemus:1973,0.2232,140,0.0266,0.0197,0.7333,0.1969,2610.088,237.068,0,115.908,2257.112,352.976,,0.811083764
26,56,0.2498,140,0.04232,3884,61.091,Altemus:1973,0.2075,140,0.0423,0.0354,0.7767,0.1831,3448.588,2210.884,1.404,1168.232,68.016,3380.572,,1.126258051
26,56,0.2498,140,0.05809,5745.6,77.933,Altemus:1973,0.1917,140,0.0581,0.0512,0.8202,0.1691,6527.768,4137.432,6.552,2345.512,38.272,6489.496,,0.88017834
26,56,0.2498,140,0.07389,7661,109.16,Altemus:1973,0.1759,140,0.0739,0.067,0.8638,0.1552,9349.964,5938.66,14.508,3396.12,0.676,9349.288,,0.819361444
26,56,0.2498,140,0.08974,9347.1,127.08,Altemus:1973,0.1601,140,0.0897,0.0828,0.9075,0.1412,10943.036,7120.36,34.684,3787.992,0,10943.036,,0.854159668
26,56,0.2498,140,0.10028,9428.1,133.1,Altemus:1973,0.1495,140,0.1003,0.0933,0.9366,0.1319,10876.216,7249.476,65.364,3561.376,0,10876.216,,0.866854796
26,56,0.2498,140,0.11087,9336.7,138.88,Altemus:1973,0.1389,140,0.1109,0.1039,0.9658,0.1226,9865.18,6746.532,94.12,3024.58,0,9865.18,,0.946429766
26,56,0.2498,140,0.12144,8874.4,123.75,Altemus:1973,0.1284,140,0.1214,0.1145,0.995,0.1133,8281.416,5771.116,154.596,2355.756,0,8281.416,,1.07160418
26,56,0.2498,140,0.13205,8048.4,144.06,Altemus:1973,0.1177,140,0.1321,0.1251,1.0243,0.1039,6581.016,4601.012,241.592,1738.412,0,6581.016,,1.222972258
26,56,0.2498,140,0.14266,6532.8,139.98,Altemus:1973,0.1071,140,0.1427,0.1357,1.0535,0.0945,5129.384,3471.052,365.3,1293.032,0,5129.384,,1.273603224
26,56,0.2498,140,0.15332,5614.9,140.02,Altemus:1973,0.0965,140,0.1533,0.1464,1.0829,0.0851,4093.18,2491.216,568.464,1033.5,0,4093.18,,1.371769627
26,56,0.2498,140,0.16394,4384.7,137.18,Altemus:1973,0.0859,140,0.1639,0.157,1.1122,0.0758,3418.896,1699.412,817.648,901.888,0,3418.896,,1.28249002
26,56,0.2498,140,0.17456,4290.3,151.11,Altemus:1973,0.0752,140,0.1746,0.1676,1.1415,0.0664,3091.4,1082.64,1190.592,818.22,0,3091.4,,1.387817817
26,56,0.2498,140,0.18517,4110.3,158.38,Altemus:1973,0.0646,140,0.1852,0.1782,1.1708,0.057,3053.44,622.076,1704.924,726.44,0,3053.44,,1.346121096
26,56,0.291,140,0.01381,99.767,6.2771,Altemus:1973,0.2772,140,0.0138,0.0045,0.6214,0.2849,0,0,0,0,0,0,,#DIV/0!
26,56,0.291,140,0.02934,575.75,16.201,Altemus:1973,0.2617,140,0.0293,0.02,0.6665,0.2689,2033.824,52.832,0,31.98,1949.064,84.812,,0.283087425
26,56,0.291,140,0.04648,1530.2,31.88,Altemus:1973,0.2445,140,0.0465,0.0372,0.7163,0.2513,1242.644,743.236,0,485.784,13.676,1228.968,,1.231406581
26,56,0.291,140,0.06223,2698.1,47.989,Altemus:1973,0.2288,140,0.0622,0.0529,0.762,0.2351,2693.496,1622.244,3.12,1061.58,6.552,2686.996,,1.001709303
26,56,0.291,140,0.07801,4047.7,76.766,Altemus:1973,0.213,140,0.078,0.0687,0.8078,0.2189,4561.804,2749.812,8.476,1803.412,0.104,4561.7,,0.887302479
26,56,0.291,140,0.09384,5466.4,90.27,Altemus:1973,0.1972,140,0.0938,0.0845,0.8538,0.2026,6375.928,3851.64,18.148,2506.088,0,6375.928,,0.857349707
26,56,0.291,140,0.1097,6241,126.12,Altemus:1973,0.1813,140,0.1097,0.1004,0.8999,0.1863,7584.304,4665.284,42.016,2877.004,0,7584.304,,0.822883682
26,56,0.291,140,0.12556,6793.2,149.19,Altemus:1973,0.1654,140,0.1256,0.1162,0.9459,0.17,7656.168,4851.132,85.904,2719.132,0,7656.168,,0.887284605
26,56,0.291,140,0.14143,6644.9,160.85,Altemus:1973,0.1496,140,0.1414,0.1321,0.992,0.1537,6555.64,4273.412,159.952,2122.224,0,6555.64,,1.013615757
26,56,0.291,140,0.15733,6229.8,160,Altemus:1973,0.1337,140,0.1573,0.148,1.0382,0.1374,4986.644,3266.016,285.116,1435.512,0,4986.644,,1.249297122
26,56,0.291,140,0.17058,5152.6,144.28,Altemus:1973,0.1204,140,0.1706,0.1613,1.0767,0.1238,3919.448,2412.8,469.82,1036.828,0,3919.448,,1.314623896
26,56,0.291,140,0.18393,4332.4,104.21,Altemus:1973,0.1071,140,0.1839,0.1746,1.1155,0.1101,3291.704,1677.936,767.156,846.612,0,3291.704,,1.316157224
26,56,0.291,140,0.19454,4007.9,108.38,Altemus:1973,0.0965,140,0.1945,0.1852,1.1463,0.0991,3075.748,1203.228,1077.908,794.56,0,3075.748,,1.303065141
26,56,0.291,140,0.20515,4097.2,117.42,Altemus:1973,0.0858,140,0.2051,0.1958,1.1771,0.0882,3100.708,820.768,1509.3,770.588,0,3100.708,,1.321375634
26,56,0.291,140,0.21574,4441.5,134.35,Altemus:1973,0.0753,140,0.2157,0.2064,1.2078,0.0774,3319.836,522.028,2062.944,734.812,0,3319.836,,1.337867292
26,56,0.291,140,0.22637,4908.1,164.09,Altemus:1973,0.0646,140,0.2264,0.2171,1.2387,0.0664,3722.732,297.076,2759.016,666.64,0,3722.732,,1.318413466
26,56,0.3299,140,0.01174,6.9078,1.9991,Altemus:1973,0.3182,140,0.0117,-0.0001,0.5317,0.3707,0,0,0,0,0,0,,#DIV/0!
26,56,0.3299,140,0.02181,21.22,5.1863,Altemus:1973,0.3081,140,0.0218,0.01,0.5623,0.359,0.312,0,0,0,0.312,0,,68.01282051
26,56,0.3299,140,0.03195,100.31,11.582,Altemus:1973,0.298,140,0.0319,0.0201,0.5931,0.3472,28.288,0,0,0,28.288,0,,3.546026584
26,56,0.3299,140,0.04208,257.4,18.986,Altemus:1973,0.2878,140,0.0421,0.0302,0.6239,0.3354,239.46,132.496,0,106.288,0.676,238.784,,1.074918567
26,56,0.3299,140,0.05222,517.52,27.559,Altemus:1973,0.2777,140,0.0522,0.0404,0.6548,0.3236,462.228,253.656,0,206.596,1.976,460.252,,1.11962062
26,56,0.3299,140,0.06242,877.77,36.764,Altemus:1973,0.2675,140,0.0624,0.0506,0.6858,0.3117,809.432,452.192,0.884,354.952,1.352,808.08,,1.084427104
26,56,0.3299,140,0.07262,1400.8,47.493,Altemus:1973,0.2573,140,0.0726,0.0608,0.7168,0.2998,1309.932,750.724,1.924,557.024,0.208,1309.724,,1.069368486
26,56,0.3299,140,0.08282,1917.8,57.07,Altemus:1973,0.2471,140,0.0828,0.071,0.7479,0.2879,1964.664,1148.68,3.432,812.552,0,1964.664,,0.976146557
26,56,0.3299,140,0.09302,2780.8,71.284,Altemus:1973,0.2369,140,0.093,0.0812,0.7789,0.276,2731.872,1613.352,7.072,1111.396,0,2731.872,,1.017910063
26,56,0.3299,140,0.10323,3316.6,88.91,Altemus:1973,0.2267,140,0.1032,0.0914,0.8099,0.2641,3540.524,2099.084,10.608,1430.78,0,3540.524,,0.936753995
26,56,0.3299,140,0.11349,3999.8,95.042,Altemus:1973,0.2164,140,0.1135,0.1016,0.8412,0.2522,4321.98,2567.968,18.616,1735.396,0,4321.98,,0.925455463
26,56,0.3299,140,0.12369,4769.6,113.78,Altemus:1973,0.2062,140,0.1237,0.1118,0.8722,0.2403,4984.304,2977.312,30.992,1976,0,4984.304,,0.956923976
26,56,0.3299,140,0.13396,5057.6,116.65,Altemus:1973,0.1959,140,0.134,0.1221,0.9034,0.2283,5440.396,3281.356,49.556,2109.484,0,5440.396,,0.92963821
26,56,0.3299,140,0.14423,5368.5,127.28,Altemus:1973,0.1857,140,0.1442,0.1324,0.9347,0.2163,5595.616,3417.492,76.232,2101.892,0,5595.616,,0.959411797
26,56,0.3299,140,0.1545,5631.6,129.69,Altemus:1973,0.1754,140,0.1545,0.1426,0.9659,0.2044,5412.108,3348.488,113.88,1949.74,0,5412.108,,1.040555732
26,56,0.3299,140,0.16476,5475.5,130.06,Altemus:1973,0.1651,140,0.1648,0.1529,0.9971,0.1924,4942.392,3090.256,166.764,1685.372,0,4942.392,,1.10786437
26,56,0.3299,140,0.17503,5312.4,135.27,Altemus:1973,0.1549,140,0.175,0.1632,1.0283,0.1805,4316,2705.352,241.124,1369.576,0,4316,,1.230861909
26,56,0.3299,140,0.1853,4721.6,133.71,Altemus:1973,0.1446,140,0.1853,0.1734,1.0596,0.1685,3702.036,2269.696,359.372,1072.916,0,3702.036,,1.27540629
26,56,0.3299,140,0.19557,4199.4,127.54,Altemus:1973,0.1343,140,0.1956,0.1837,1.0908,0.1565,3209.596,1841.32,519.012,849.264,0,3209.596,,1.308388969
26,56,0.3299,140,0.20583,4054.9,128.2,Altemus:1973,0.1241,140,0.2058,0.194,1.122,0.1446,2884.232,1452.464,713.388,718.38,0,2884.232,,1.405885518
26,56,0.3299,140,0.21617,3659.9,130.3,Altemus:1973,0.1137,140,0.2162,0.2043,1.1535,0.1325,2770.716,1112.488,992.888,665.34,0,2770.716,,1.320922101
26,56,0.3299,140,0.22643,3827.8,140.19,Altemus:1973,0.1035,140,0.2264,0.2146,1.1847,0.1206,2839.928,827.788,1354.392,657.748,0,2839.928,,1.347851072
26,56,0.3299,140,0.23683,3950.9,151.25,Altemus:1973,0.0931,140,0.2368,0.225,1.2163,0.1084,3079.336,589.368,1828.216,661.752,0,3079.336,,1.283036343
26,56,0.3299,140,0.2471,4512.1,170.98,Altemus:1973,0.0828,140,0.2471,0.2352,1.2476,0.0965,3453.892,399.152,2400.996,653.796,0,3453.892,,1.306381323
26,56,0.3299,140,0.25737,5186,200.33,Altemus:1973,0.0725,140,0.2574,0.2455,1.2788,0.0845,3958.396,249.912,3087.084,621.348,0,3958.396,,1.310126627
26,56,0.3299,140,0.2677,6400.1,261.2,Altemus:1973,0.0622,140,0.2677,0.2558,1.3102,0.0725,4565.808,137.956,3869.268,558.584,0,4565.808,,1.401745321
26,56,0.3686,140,0.0299,9.83,2.4458,Altemus:1973,0.3387,140,0.0299,0.0152,0.4955,0.441,0.312,0,0,0,0.312,0,,31.50641026
26,56,0.3686,140,0.05011,72.119,6.8617,Altemus:1973,0.3185,140,0.0501,0.0355,0.5597,0.4147,101.348,49.972,0,51.272,0.104,101.244,,0.711597663
26,56,0.3686,140,0.07045,317.17,14.917,Altemus:1973,0.2981,140,0.0704,0.0558,0.6244,0.3882,320.684,163.384,0.26,156.988,0.052,320.632,,0.989042172
26,56,0.3686,140,0.09085,835.18,35.71,Altemus:1973,0.2777,140,0.0909,0.0762,0.6892,0.3616,827.996,461.136,1.612,365.248,0,827.996,,1.00867637
26,56,0.3686,140,0.11125,1771.2,54.259,Altemus:1973,0.2573,140,0.1113,0.0966,0.7541,0.3351,1710.02,1007.032,5.876,697.112,0,1710.02,,1.035777359
26,56,0.3686,140,0.13172,2741.7,76.801,Altemus:1973,0.2369,140,0.1317,0.1171,0.8191,0.3084,2784.964,1659.684,15.86,1109.42,0,2784.964,,0.984465149
26,56,0.3686,140,0.15219,3963.5,96.841,Altemus:1973,0.2164,140,0.1522,0.1375,0.8842,0.2818,3706.664,2220.244,37.7,1448.72,0,3706.664,,1.069290338
26,56,0.3686,140,0.16325,4115.1,108.28,Altemus:1973,0.2053,140,0.1633,0.1486,0.9194,0.2674,3988.088,2401.828,60.008,1526.2,0,3988.088,,1.031847843
26,56,0.3686,140,0.17273,4434,124.13,Altemus:1973,0.1959,140,0.1727,0.1581,0.9495,0.255,4046.068,2447.12,90.584,1508.364,0,4046.068,,1.095878764
26,56,0.3686,140,0.18339,4391.4,127.57,Altemus:1973,0.1852,140,0.1834,0.1687,0.9834,0.2411,3893.5,2363.4,135.72,1394.432,0,3893.5,,1.1278798
26,56,0.3686,140,0.19326,4227.5,122.03,Altemus:1973,0.1753,140,0.1933,0.1786,1.0147,0.2283,3593.148,2177.292,196.196,1219.66,0,3593.148,,1.176544913
26,56,0.3686,140,0.20379,4010.9,120.35,Altemus:1973,0.1648,140,0.2038,0.1891,1.0482,0.2146,3189.108,1907.1,282.568,999.44,0,3189.108,,1.257687102
26,56,0.3686,140,0.2138,3918.4,126.05,Altemus:1973,0.1548,140,0.2138,0.1991,1.08,0.2015,2833.792,1624.376,408.044,801.372,0,2833.792,,1.382740865
26,56,0.3686,140,0.2344,3279.2,117.47,Altemus:1973,0.1342,140,0.2344,0.2197,1.1455,0.1747,2414.204,1078.636,781.768,553.8,0,2414.204,,1.358294494
26,56,0.3686,140,0.25493,3386.2,126.4,Altemus:1973,0.1137,140,0.2549,0.2403,1.2108,0.148,2585.076,652.808,1411.696,520.572,0,2585.076,,1.309903461
26,56,0.3686,140,0.2756,4380.6,157.97,Altemus:1973,0.093,140,0.2756,0.2609,1.2765,0.1211,3277.612,346.112,2389.036,542.516,0,3277.612,,1.336521834
26,56,0.3686,140,0.28587,4917.3,178.07,Altemus:1973,0.0827,140,0.2859,0.2712,1.3091,0.1077,3765.84,233.636,2997.176,535.028,0,3765.84,,1.305764451
26,56,0.3686,140,0.29613,5626.4,208.02,Altemus:1973,0.0725,140,0.2961,0.2815,1.3417,0.0944,4309.188,145.288,3657.472,506.428,0,4309.188,,1.305675222
26,56,0.3686,140,0.3064,6726.5,267.21,Altemus:1973,0.0622,140,0.3064,0.2917,1.3743,0.081,4864.028,79.404,4330.352,454.272,0,4864.028,,1.382907335
26,56,0.1009,160,0.00091,1676.6,245.76,Altemus:1973,0.1,160,0.0009,-0.0004,0.8429,0.0391,0.052,0,0,0,0.052,0,,32242.30769
26,56,0.1009,160,0.0022,3594.6,232.78,Altemus:1973,0.0987,160,0.0022,0.0009,0.8458,0.0386,0.104,0,0,0,0.104,0,,34563.46154
26,56,0.1009,160,0.00506,6496,260.24,Altemus:1973,0.0958,160,0.0051,0.0038,0.8523,0.0375,58.708,0,0,0,58.708,0,,110.6493153
26,56,0.1009,160,0.01017,9772.9,328.3,Altemus:1973,0.0907,160,0.0102,0.0089,0.8639,0.0355,1152.164,0,0,0,1152.164,0,,8.482212602
26,56,0.1009,160,0.01537,14312,409.44,Altemus:1973,0.0855,160,0.0154,0.0141,0.8757,0.0335,3289.728,0,0,0,3289.728,0,,4.350511653
26,56,0.1009,160,0.02061,16868,468.41,Altemus:1973,0.0803,160,0.0206,0.0193,0.8876,0.0314,42660.28,3923.816,0,513.084,38223.38,4436.9,,0.395402937
26,56,0.1009,160,0.02623,21125,552.69,Altemus:1973,0.0747,160,0.0262,0.0249,0.9003,0.0292,22757.644,16124.16,0,1441.7,5191.784,17565.86,,0.928259533
26,56,0.1009,160,0.03136,23723,617.14,Altemus:1973,0.0695,160,0.0314,0.0301,0.912,0.0272,25417.08,22815.104,0,1739.712,862.212,24554.868,,0.933348756
26,56,0.1009,160,0.03656,25292,680.96,Altemus:1973,0.0643,160,0.0366,0.0353,0.9238,0.0252,28391.844,26097.292,0,1790.672,503.88,27887.964,,0.890819209
26,56,0.1009,160,0.04159,26189,744.33,Altemus:1973,0.0593,160,0.0416,0.0403,0.9352,0.0232,27263.392,25386.92,0,1656.46,220.012,27043.38,,0.960592138
26,56,0.1507,160,0.00291,357.49,36.213,Altemus:1973,0.1478,160,0.0029,0.0001,0.7994,0.0864,0,0,0,0,0,0,,#DIV/0!
26,56,0.1507,160,0.0066,1738,54.899,Altemus:1973,0.1441,160,0.0066,0.0038,0.8085,0.0842,0.104,0,0,0,0.104,0,,16711.53846
26,56,0.1507,160,0.01271,3848.6,97.339,Altemus:1973,0.138,160,0.0127,0.0099,0.8235,0.0807,160.004,0,0,0,160.004,0,,24.05314867
26,56,0.1507,160,0.01791,6226.8,126.87,Altemus:1973,0.1328,160,0.0179,0.0151,0.8363,0.0776,579.176,0,0,0,579.176,0,,10.7511361
26,56,0.1507,160,0.02311,8407.3,151.41,Altemus:1973,0.1276,160,0.0231,0.0203,0.8491,0.0746,29237.624,2582.216,0,813.02,25842.388,3395.288,,0.287550726
26,56,0.1507,160,0.02833,10074,169.93,Altemus:1973,0.1224,160,0.0283,0.0255,0.862,0.0715,10193.352,7586.748,0,2122.952,483.6,9709.7,,0.988291192
26,56,0.1507,160,0.03356,11900,190.34,Altemus:1973,0.1171,160,0.0336,0.0307,0.8748,0.0685,13714.948,10634.26,0,2847.988,232.7,13482.248,,0.867666432
26,56,0.1507,160,0.03882,12942,204.1,Altemus:1973,0.1119,160,0.0388,0.036,0.8878,0.0654,16797.56,13203.892,0,3400.28,193.388,16604.172,,0.770469044
26,56,0.1507,160,0.04409,14033,218.66,Altemus:1973,0.1066,160,0.0441,0.0412,0.9008,0.0623,18958.888,15104.804,0,3719.248,134.836,18824.052,,0.740180542
26,56,0.1507,160,0.04937,15402,235.12,Altemus:1973,0.1013,160,0.0494,0.0465,0.9138,0.0592,20054.476,16181.308,0,3792.308,80.86,19973.616,,0.7680081
26,56,0.1507,160,0.05464,16366,249.61,Altemus:1973,0.0961,160,0.0546,0.0518,0.9267,0.0562,20028.84,16344.952,2.236,3644.784,36.816,19991.972,,0.81712171
26,56,0.1507,160,0.06036,16507,260.46,Altemus:1973,0.0903,160,0.0604,0.0575,0.9408,0.0528,18846.1,15533.7,7.072,3294.928,10.4,18835.7,,0.875884135
26,56,0.1507,160,0.06549,15904,264.5,Altemus:1973,0.0852,160,0.0655,0.0626,0.9534,0.0498,16995.576,14104.48,11.284,2877.576,2.288,16993.288,,0.935772933
26,56,0.1507,160,0.07073,15176,271.69,Altemus:1973,0.08,160,0.0707,0.0679,0.9663,0.0468,14647.672,12218.44,16.848,2412.072,0.312,14647.36,,1.036069076
26,56,0.1507,160,0.07593,13899,273.96,Altemus:1973,0.0748,160,0.0759,0.0731,0.9791,0.0437,12163.736,10178.636,24.336,1960.712,0.052,12163.684,,1.142658802
26,56,0.1507,160,0.08121,12160,272.56,Altemus:1973,0.0695,160,0.0812,0.0784,0.9921,0.0406,9733.984,8144.656,40.612,1548.716,0,9733.984,,1.249231558
26,56,0.1507,160,0.08647,10102,269.62,Altemus:1973,0.0642,160,0.0865,0.0836,1.0051,0.0376,7545.616,6286.852,55.64,1203.124,0,7545.616,,1.33879063
26,56,0.1754,160,0.00228,82.195,23.515,Altemus:1973,0.1731,160,0.0023,-0.0015,0.7668,0.1178,0,0,0,0,0,0,,#DIV/0!
